V,I
0.72479248,-1.36139E-06
0.722351074,-1.40167E-06
0.719909668,-1.42883E-06
0.717468262,-1.47491E-06
0.715026855,-1.50299E-06
0.712585449,-1.5506E-06
0.710144043,-1.58325E-06
0.707702637,-1.63116E-06
0.70526123,-1.66748E-06
0.702819824,-1.71417E-06
0.700378418,-1.75323E-06
0.697937012,-1.80176E-06
0.695495605,-1.84418E-06
0.693054199,-1.8927E-06
0.690612793,-1.94031E-06
0.688171387,-1.98761E-06
0.68572998,-2.04254E-06
0.683288574,-2.08466E-06
0.680847168,-2.14539E-06
0.678405762,-2.19482E-06
0.675964355,-2.25372E-06
0.673522949,-2.30011E-06
0.671081543,-2.36725E-06
0.668640137,-2.41943E-06
0.66619873,-2.48352E-06
0.663757324,-2.54242E-06
0.661315918,-2.61108E-06
0.658874512,-2.67517E-06
0.656433105,-2.73407E-06
0.653991699,-2.80548E-06
0.651550293,-2.86743E-06
0.649108887,-2.94464E-06
0.64666748,-3.01025E-06
0.644226074,-3.08563E-06
0.641784668,-3.1543E-06
0.639343262,-3.23486E-06
0.636901855,-3.30261E-06
0.634460449,-3.38348E-06
0.632019043,-3.45825E-06
0.629577637,-3.5376E-06
0.62713623,-3.61694E-06
0.624694824,-3.69781E-06
0.622253418,-3.78265E-06
0.619812012,-3.86444E-06
0.617370605,-3.95111E-06
0.614929199,-4.02802E-06
0.612487793,-4.1153E-06
0.610046387,-4.19861E-06
0.60760498,-4.28802E-06
0.605163574,-4.36371E-06
0.602722168,-4.45404E-06
0.600280762,-4.52942E-06
0.597839355,-4.61731E-06
0.595397949,-4.69666E-06
0.592956543,-4.776E-06
0.590515137,-4.85535E-06
0.58807373,-4.93164E-06
0.585632324,-5.01099E-06
0.583190918,-5.07813E-06
0.580749512,-5.15442E-06
0.578308105,-5.21851E-06
0.575866699,-5.28564E-06
0.573425293,-5.34363E-06
0.570983887,-5.40466E-06
0.56854248,-5.45654E-06
0.566101074,-5.51147E-06
0.563659668,-5.5542E-06
0.561218262,-5.59998E-06
0.558776855,-5.6366E-06
0.556335449,-5.67322E-06
0.553894043,-5.70068E-06
0.551452637,-5.7251E-06
0.54901123,-5.75256E-06
0.546569824,-5.76782E-06
0.544128418,-5.78003E-06
0.541687012,-5.78613E-06
0.539245605,-5.79224E-06
0.536804199,-5.78918E-06
0.534362793,-5.78918E-06
0.531921387,-5.77698E-06
0.52947998,-5.77087E-06
0.527038574,-5.75562E-06
0.524597168,-5.74036E-06
0.522155762,-5.72205E-06
0.519714355,-5.70679E-06
0.517272949,-5.68237E-06
0.514831543,-5.65796E-06
0.512390137,-5.63965E-06
0.50994873,-5.60913E-06
0.507507324,-5.58777E-06
0.505065918,-5.55725E-06
0.502624512,-5.53589E-06
0.500183105,-5.50842E-06
0.497741699,-5.48706E-06
0.495300293,-5.45654E-06
0.492858887,-5.43823E-06
0.49041748,-5.41382E-06
0.487976074,-5.39551E-06
0.485534668,-5.37415E-06
0.483093262,-5.35889E-06
0.480651855,-5.34363E-06
0.478210449,-5.32837E-06
0.475769043,-5.31311E-06
0.473327637,-5.29785E-06
0.47088623,-5.29175E-06
0.468444824,-5.27649E-06
0.466003418,-5.27039E-06
0.463562012,-5.25208E-06
0.461120605,-5.25208E-06
0.458679199,-5.23376E-06
0.456237793,-5.22766E-06
0.453796387,-5.21545E-06
0.45135498,-5.20935E-06
0.448913574,-5.19104E-06
0.446472168,-5.17883E-06
0.444030762,-5.16052E-06
0.441589355,-5.14526E-06
0.439147949,-5.12695E-06
0.436706543,-5.09644E-06
0.434265137,-5.08423E-06
0.43182373,-5.04761E-06
0.429382324,-5.0293E-06
0.426940918,-4.98962E-06
0.424499512,-4.95911E-06
0.422058105,-4.92249E-06
0.419616699,-4.88892E-06
0.417175293,-4.84314E-06
0.414733887,-4.80652E-06
0.41229248,-4.75769E-06
0.409851074,-4.71191E-06
0.407409668,-4.66614E-06
0.404968262,-4.61609E-06
0.402526855,-4.56635E-06
0.400085449,-4.51294E-06
0.397644043,-4.4635E-06
0.395202637,-4.40735E-06
0.39276123,-4.35699E-06
0.390319824,-4.30115E-06
0.387878418,-4.24713E-06
0.385437012,-4.18976E-06
0.382995605,-4.1391E-06
0.380554199,-4.08569E-06
0.378112793,-4.03107E-06
0.375671387,-3.9801E-06
0.37322998,-3.92517E-06
0.370788574,-3.87512E-06
0.368347168,-3.82263E-06
0.365905762,-3.77899E-06
0.363464355,-3.72345E-06
0.361022949,-3.68134E-06
0.358581543,-3.6261E-06
0.356140137,-3.58673E-06
0.35369873,-3.53729E-06
0.351257324,-3.49915E-06
0.348815918,-3.45367E-06
0.346374512,-3.41431E-06
0.343933105,-3.37036E-06
0.341491699,-3.3313E-06
0.339050293,-3.29346E-06
0.336608887,-3.25439E-06
0.33416748,-3.21686E-06
0.331726074,-3.17993E-06
0.329284668,-3.14789E-06
0.326843262,-3.10974E-06
0.324401855,-3.08136E-06
0.321960449,-3.04108E-06
0.319519043,-3.01788E-06
0.317077637,-2.97913E-06
0.31463623,-2.9541E-06
0.312194824,-2.92053E-06
0.309753418,-2.89734E-06
0.307312012,-2.86591E-06
0.304870605,-2.83844E-06
0.302429199,-2.81097E-06
0.299987793,-2.78351E-06
0.297546387,-2.75818E-06
0.29510498,-2.73163E-06
0.292663574,-2.71118E-06
0.290222168,-2.6825E-06
0.287780762,-2.66418E-06
0.285339355,-2.63367E-06
0.282897949,-2.61841E-06
0.280456543,-2.59399E-06
0.278015137,-2.57599E-06
0.27557373,-2.55341E-06
0.273132324,-2.53571E-06
0.270690918,-2.51465E-06
0.268249512,-2.49786E-06
0.265808105,-2.47803E-06
0.263366699,-2.45941E-06
0.260925293,-2.44598E-06
0.258483887,-2.42279E-06
0.25604248,-2.41211E-06
0.253601074,-2.39227E-06
0.251159668,-2.38251E-06
0.248718262,-2.3642E-06
0.246276855,-2.35474E-06
0.243835449,-2.33368E-06
0.241394043,-2.32483E-06
0.238952637,-2.30774E-06
0.23651123,-2.29736E-06
0.234069824,-2.28821E-06
0.231628418,-2.27417E-06
0.229187012,-2.26135E-06
0.226745605,-2.24792E-06
0.224304199,-2.24243E-06
0.221862793,-2.22504E-06
0.219421387,-2.2226E-06
0.21697998,-2.20947E-06
0.214538574,-2.20093E-06
0.212097168,-2.18719E-06
0.209655762,-2.1817E-06
0.207214355,-2.16766E-06
0.204772949,-2.16461E-06
0.202331543,-2.15271E-06
0.199890137,-2.14417E-06
0.19744873,-2.13623E-06
0.195007324,-2.12708E-06
0.192565918,-2.12463E-06
0.190124512,-2.10846E-06
0.187683105,-2.10907E-06
0.185241699,-2.09106E-06
0.182800293,-2.0929E-06
0.180358887,-2.07611E-06
0.17791748,-2.07794E-06
0.175476074,-2.06421E-06
0.173034668,-2.06238E-06
0.170593262,-2.05017E-06
0.168151855,-2.04742E-06
0.165710449,-2.04315E-06
0.163269043,-2.02972E-06
0.160827637,-2.03278E-06
0.15838623,-2.01721E-06
0.155944824,-2.01416E-06
0.153503418,-2.00073E-06
0.151062012,-1.99921E-06
0.148620605,-1.98944E-06
0.146179199,-1.98975E-06
0.143737793,-1.97571E-06
0.141296387,-1.97418E-06
0.13885498,-1.96533E-06
0.136413574,-1.9632E-06
0.133972168,-1.95648E-06
0.131530762,-1.94855E-06
0.129089355,-1.94641E-06
0.126647949,-1.93787E-06
0.124206543,-1.93573E-06
0.121765137,-1.92352E-06
0.11932373,-1.92535E-06
0.116882324,-1.91345E-06
0.114440918,-1.9162E-06
0.111999512,-1.90155E-06
0.109558105,-1.90491E-06
0.107116699,-1.89789E-06
0.104675293,-1.89545E-06
0.102233887,-1.88934E-06
0.09979248,-1.88782E-06
0.097351074,-1.88019E-06
0.094909668,-1.87653E-06
0.092468262,-1.88049E-06
0.090026855,-1.87683E-06
0.087585449,-1.87775E-06
0.085144043,-1.86188E-06
0.082702637,-1.87622E-06
0.08026123,-1.86707E-06
0.077819824,-1.87744E-06
0.075378418,-1.86646E-06
0.072937012,-1.87042E-06
0.070495605,-1.8631E-06
0.068054199,-1.86401E-06
0.065612793,-1.87378E-06
0.063171387,-1.88385E-06
0.06072998,-1.88416E-06
0.058288574,-1.87256E-06
0.055847168,-1.89484E-06
0.053405762,-1.87408E-06
0.050964355,-1.89758E-06
0.048522949,-1.87042E-06
0.046081543,-1.8924E-06
0.043640137,-1.87042E-06
0.04119873,-1.88904E-06
0.038757324,-1.85974E-06
0.036315918,-1.87347E-06
0.033874512,-1.86707E-06
0.031433105,-1.87592E-06
0.028991699,-1.88324E-06
0.026550293,-1.86676E-06
0.024108887,-1.89117E-06
0.02166748,-1.8576E-06
0.019226074,-1.89148E-06
0.016784668,-1.86676E-06
0.014343262,-1.90857E-06
0.011901855,-1.88019E-06
0.009460449,-1.92444E-06
0.007019043,-1.89453E-06
0.004577637,-1.95526E-06
0.00213623,-1.9458E-06
-0.000305176,-1.98883E-06
-0.002746582,-2.01019E-06
-0.005187988,-2.03247E-06
-0.007629395,-2.09198E-06
-0.010070801,-2.07581E-06
-0.012512207,-2.19025E-06
-0.014953613,-2.15424E-06
-0.01739502,-2.29034E-06
-0.019836426,-2.25739E-06
-0.022277832,-2.37732E-06
-0.024719238,-2.35229E-06
-0.027160645,-2.46521E-06
-0.029602051,-2.46094E-06
-0.032043457,-2.5238E-06
-0.034484863,-2.54425E-06
-0.03692627,-2.51984E-06
-0.039367676,-2.56134E-06
-0.041809082,-2.49664E-06
-0.044250488,-2.5235E-06
-0.046691895,-2.44415E-06
-0.049133301,-2.44537E-06
-0.051574707,-2.33459E-06
-0.054016113,-2.35779E-06
-0.05645752,-2.23633E-06
-0.058898926,-2.26898E-06
-0.061340332,-2.17285E-06
-0.063781738,-2.19208E-06
-0.066223145,-2.15149E-06
-0.068664551,-2.1347E-06
-0.071105957,-2.12189E-06
-0.073547363,-2.10693E-06
-0.07598877,-2.13043E-06
-0.078430176,-2.0932E-06
-0.080871582,-2.14264E-06
-0.083312988,-2.08038E-06
-0.085754395,-2.15546E-06
-0.088195801,-2.08862E-06
-0.090637207,-2.18384E-06
-0.093078613,-2.13623E-06
-0.09552002,-2.2467E-06
-0.097961426,-2.20032E-06
-0.100402832,-2.26196E-06
-0.102844238,-2.27936E-06
-0.105285645,-2.32513E-06
-0.107727051,-2.38739E-06
-0.110168457,-2.41089E-06
-0.112609863,-2.52197E-06
-0.11505127,-2.47711E-06
-0.117492676,-2.64435E-06
-0.119934082,-2.57751E-06
-0.122375488,-2.71149E-06
-0.124816895,-2.60101E-06
-0.127258301,-2.75146E-06
-0.129699707,-2.64709E-06
-0.132141113,-2.69409E-06
-0.13458252,-2.61658E-06
-0.137023926,-2.63702E-06
-0.139465332,-2.59155E-06
-0.141906738,-2.54395E-06
-0.144348145,-2.53418E-06
-0.146789551,-2.44781E-06
-0.149230957,-2.49695E-06
-0.151672363,-2.40265E-06
-0.15411377,-2.42126E-06
-0.156555176,-2.2998E-06
-0.158996582,-2.38159E-06
-0.161437988,-2.25189E-06
-0.163879395,-2.31934E-06
-0.166320801,-2.27325E-06
-0.168762207,-2.30804E-06
-0.171203613,-2.25494E-06
-0.17364502,-2.28271E-06
-0.176086426,-2.31323E-06
-0.178527832,-2.33612E-06
-0.180969238,-2.39685E-06
-0.183410645,-2.40845E-06
-0.185852051,-2.51434E-06
-0.188293457,-2.54364E-06
-0.190734863,-2.71027E-06
-0.19317627,-2.77161E-06
-0.195617676,-2.99713E-06
-0.198059082,-3.12317E-06
-0.200500488,-3.45123E-06
-0.202941895,-3.69446E-06
-0.205383301,-4.06403E-06
-0.207824707,-4.48608E-06
-0.210266113,-5.0354E-06
-0.21270752,-5.70984E-06
-0.215148926,-6.46362E-06
-0.217590332,-7.45544E-06
-0.220031738,-8.59375E-06
-0.222473145,-1.00586E-05
-0.224914551,-1.16272E-05
-0.227355957,-1.36902E-05
-0.229797363,-1.60248E-05
-0.23223877,-1.89453E-05
-0.234680176,-2.23511E-05
-0.237121582,-2.64435E-05
-0.239562988,-3.12805E-05
-0.242004395,-3.6908E-05
-0.244445801,-4.36066E-05
-0.246887207,-5.1239E-05
-0.249328613,-6.02417E-05
-0.25177002,-7.0343E-05
-0.249328613,-4.12262E-05
-0.246887207,-2.33032E-05
-0.244445801,-1.14136E-05
-0.242004395,-3.08624E-06
-0.239562988,2.47742E-06
-0.237121582,6.30188E-06
-0.234680176,8.70667E-06
-0.23223877,1.01898E-05
-0.229797363,1.09375E-05
-0.227355957,1.12549E-05
-0.224914551,1.12366E-05
-0.222473145,1.09314E-05
-0.220031738,1.05499E-05
-0.217590332,1.00281E-05
-0.215148926,9.53064E-06
-0.21270752,8.89587E-06
-0.210266113,8.40454E-06
-0.207824707,7.79724E-06
-0.205383301,7.33032E-06
-0.202941895,6.73523E-06
-0.200500488,6.32019E-06
-0.198059082,5.80444E-06
-0.195617676,5.44434E-06
-0.19317627,5.0293E-06
-0.190734863,4.6875E-06
-0.188293457,4.34875E-06
-0.185852051,4.0271E-06
-0.183410645,3.76709E-06
-0.180969238,3.46527E-06
-0.178527832,3.26721E-06
-0.176086426,3.0072E-06
-0.17364502,2.86713E-06
-0.171203613,2.61475E-06
-0.168762207,2.50641E-06
-0.166320801,2.28729E-06
-0.163879395,2.20459E-06
-0.161437988,2.02057E-06
-0.158996582,1.94489E-06
-0.156555176,1.828E-06
-0.15411377,1.71967E-06
-0.151672363,1.6452E-06
-0.149230957,1.51062E-06
-0.146789551,1.49933E-06
-0.144348145,1.35834E-06
-0.141906738,1.3913E-06
-0.139465332,1.27441E-06
-0.137023926,1.28082E-06
-0.13458252,1.18835E-06
-0.132141113,1.25885E-06
-0.129699707,1.13281E-06
-0.127258301,1.14716E-06
-0.124816895,1.11542E-06
-0.122375488,1.11206E-06
-0.119934082,1.09283E-06
-0.117492676,1.02722E-06
-0.11505127,1.03699E-06
-0.112609863,9.65576E-07
-0.110168457,1.00555E-06
-0.107727051,8.63953E-07
-0.105285645,9.44214E-07
-0.102844238,8.25806E-07
-0.100402832,8.81958E-07
-0.097961426,7.69043E-07
-0.09552002,8.1665E-07
-0.093078613,7.41882E-07
-0.090637207,7.61108E-07
-0.088195801,7.37305E-07
-0.085754395,7.46155E-07
-0.083312988,7.70569E-07
-0.080871582,7.18384E-07
-0.078430176,7.58362E-07
-0.07598877,7.42188E-07
-0.073547363,8.45642E-07
-0.071105957,8.04749E-07
-0.068664551,9.23157E-07
-0.066223145,9.021E-07
-0.063781738,1.0199E-06
-0.061340332,9.83276E-07
-0.058898926,1.08307E-06
-0.05645752,1.05316E-06
-0.054016113,1.08337E-06
-0.051574707,1.10413E-06
-0.049133301,1.05591E-06
-0.046691895,1.08826E-06
-0.044250488,1.00586E-06
-0.041809082,1.06537E-06
-0.039367676,1.01288E-06
-0.03692627,1.08032E-06
-0.034484863,9.94263E-07
-0.032043457,1.09039E-06
-0.029602051,1.01868E-06
-0.027160645,1.07727E-06
-0.024719238,1.00739E-06
-0.022277832,1.01135E-06
-0.019836426,9.44824E-07
-0.01739502,8.82568E-07
-0.014953613,8.06885E-07
-0.012512207,7.16248E-07
-0.010070801,6.26221E-07
-0.007629395,4.94995E-07
-0.005187988,4.35486E-07
-0.002746582,2.93579E-07
-0.000305176,2.54822E-07
0.00213623,1.3855E-07
0.004577637,1.04584E-07
0.007019043,-9.15527E-10
0.009460449,-2.58484E-08
0.011901855,-1.11084E-07
0.014343262,-1.2207E-07
0.016784668,-1.69373E-07
0.019226074,-1.9989E-07
0.02166748,-2.24915E-07
0.024108887,-2.59705E-07
0.026550293,-2.85645E-07
0.028991699,-3.25317E-07
0.031433105,-3.15552E-07
0.033874512,-3.3844E-07
0.036315918,-3.39661E-07
0.038757324,-3.68958E-07
0.04119873,-3.35388E-07
0.043640137,-3.77197E-07
0.046081543,-3.65906E-07
0.048522949,-3.97644E-07
0.050964355,-3.80554E-07
0.053405762,-3.93066E-07
0.055847168,-4.28162E-07
0.058288574,-4.13513E-07
0.06072998,-4.29993E-07
0.063171387,-4.40063E-07
0.065612793,-4.65088E-07
0.068054199,-4.776E-07
0.070495605,-4.91333E-07
0.072937012,-4.89197E-07
0.075378418,-5.16968E-07
0.077819824,-5.17883E-07
0.08026123,-5.3772E-07
0.082702637,-5.38025E-07
0.085144043,-5.58777E-07
0.087585449,-5.63965E-07
0.090026855,-5.73425E-07
0.092468262,-5.88989E-07
0.094909668,-5.95093E-07
0.097351074,-6.04858E-07
0.09979248,-6.09436E-07
0.102233887,-6.2561E-07
0.104675293,-6.28357E-07
0.107116699,-6.38733E-07
0.109558105,-6.37512E-07
0.111999512,-6.54907E-07
0.114440918,-6.48499E-07
0.116882324,-6.63452E-07
0.11932373,-6.57349E-07
0.121765137,-6.71082E-07
0.124206543,-6.69861E-07
0.126647949,-6.78101E-07
0.129089355,-6.7688E-07
0.131530762,-6.82373E-07
0.133972168,-6.87256E-07
0.136413574,-6.84204E-07
0.13885498,-6.96716E-07
0.141296387,-6.92444E-07
0.143737793,-7.00989E-07
0.146179199,-7.00378E-07
0.148620605,-7.08923E-07
0.151062012,-7.0282E-07
0.153503418,-7.1228E-07
0.155944824,-7.06787E-07
0.15838623,-7.15332E-07
0.160827637,-7.1167E-07
0.163269043,-7.18384E-07
0.165710449,-7.18994E-07
0.168151855,-7.16858E-07
0.170593262,-7.25403E-07
0.173034668,-7.2113E-07
0.175476074,-7.27539E-07
0.17791748,-7.23267E-07
0.180358887,-7.29065E-07
0.182800293,-7.26624E-07
0.185241699,-7.32727E-07
0.187683105,-7.26929E-07
0.190124512,-7.37915E-07
0.192565918,-7.33643E-07
0.195007324,-7.40051E-07
0.19744873,-7.34863E-07
0.199890137,-7.41882E-07
0.202331543,-7.40662E-07
0.204772949,-7.42493E-07
0.207214355,-7.42493E-07
0.209655762,-7.40967E-07
0.212097168,-7.50732E-07
0.214538574,-7.43713E-07
0.21697998,-7.54089E-07
0.219421387,-7.44934E-07
0.221862793,-7.53479E-07
0.224304199,-7.47986E-07
0.226745605,-7.56226E-07
0.229187012,-7.52563E-07
0.231628418,-7.55615E-07
0.234069824,-7.52258E-07
0.23651123,-7.56531E-07
0.238952637,-7.56836E-07
0.241394043,-7.53784E-07
0.243835449,-7.59277E-07
0.246276855,-7.56226E-07
0.248718262,-7.64465E-07
0.251159668,-7.58972E-07
0.253601074,-7.62329E-07
0.25604248,-7.56836E-07
0.258483887,-7.63855E-07
0.260925293,-7.60498E-07
0.263366699,-7.61719E-07
0.265808105,-7.58667E-07
0.268249512,-7.65686E-07
0.270690918,-7.60803E-07
0.273132324,-7.62634E-07
0.27557373,-7.67212E-07
0.278015137,-7.59888E-07
0.280456543,-7.62939E-07
0.282897949,-7.58972E-07
0.285339355,-7.68127E-07
0.287780762,-7.59277E-07
0.290222168,-7.64465E-07
0.292663574,-7.57751E-07
0.29510498,-7.6355E-07
0.297546387,-7.58362E-07
0.299987793,-7.62634E-07
