V_1,I_1,V_2,I_2,V_3,I_3,V_4,I_4
0.44921875,1.98059E-07,0.44921875,2.71942E-07,0.44921875,5.97229E-07,0.44921875,1.17157E-06
0.446777344,1.9278E-07,0.446777344,2.66754E-07,0.446777344,5.94177E-07,0.446777344,1.16943E-06
0.444335938,1.85669E-07,0.444335938,2.62634E-07,0.444335938,5.92041E-07,0.444335938,1.1676E-06
0.441894531,1.8042E-07,0.441894531,2.58057E-07,0.441894531,5.896E-07,0.441894531,1.16577E-06
0.439453125,1.74896E-07,0.439453125,2.54181E-07,0.439453125,5.86853E-07,0.439453125,1.16333E-06
0.437011719,1.69525E-07,0.437011719,2.50397E-07,0.437011719,5.85632E-07,0.437011719,1.16119E-06
0.434570313,1.64581E-07,0.434570313,2.45819E-07,0.434570313,5.83801E-07,0.434570313,1.15906E-06
0.432128906,1.59454E-07,0.432128906,2.41119E-07,0.432128906,5.8136E-07,0.432128906,1.15601E-06
0.4296875,1.55396E-07,0.4296875,2.36694E-07,0.4296875,5.78308E-07,0.4296875,1.15387E-06
0.427246094,1.5152E-07,0.427246094,2.3175E-07,0.427246094,5.75562E-07,0.427246094,1.15112E-06
0.424804688,1.45935E-07,0.424804688,2.26929E-07,0.424804688,5.7251E-07,0.424804688,1.14777E-06
0.422363281,1.42029E-07,0.422363281,2.22443E-07,0.422363281,5.69153E-07,0.422363281,1.14441E-06
0.419921875,1.36719E-07,0.419921875,2.16705E-07,0.419921875,5.65796E-07,0.419921875,1.14044E-06
0.417480469,1.3266E-07,0.417480469,2.1225E-07,0.417480469,5.62744E-07,0.417480469,1.13708E-06
0.415039063,1.26892E-07,0.415039063,2.07458E-07,0.415039063,5.59082E-07,0.415039063,1.13251E-06
0.412597656,1.21826E-07,0.412597656,2.03003E-07,0.412597656,5.55725E-07,0.412597656,1.12976E-06
0.41015625,1.16943E-07,0.41015625,1.98364E-07,0.41015625,5.52368E-07,0.41015625,1.12549E-06
0.407714844,1.12762E-07,0.407714844,1.94061E-07,0.407714844,5.48706E-07,0.407714844,1.12183E-06
0.405273438,1.07178E-07,0.405273438,1.90094E-07,0.405273438,5.45349E-07,0.405273438,1.11847E-06
0.402832031,1.02875E-07,0.402832031,1.8573E-07,0.402832031,5.42603E-07,0.402832031,1.11511E-06
0.400390625,9.78088E-08,0.400390625,1.81671E-07,0.400390625,5.39551E-07,0.400390625,1.11115E-06
0.397949219,9.43298E-08,0.397949219,1.76575E-07,0.397949219,5.36499E-07,0.397949219,1.10718E-06
0.395507813,9.07288E-08,0.395507813,1.73035E-07,0.395507813,5.33447E-07,0.395507813,1.10229E-06
0.393066406,8.64868E-08,0.393066406,1.68396E-07,0.393066406,5.2948E-07,0.393066406,1.09741E-06
0.390625,8.255E-08,0.390625,1.63177E-07,0.390625,5.25208E-07,0.390625,1.09192E-06
0.388183594,7.9071E-08,0.388183594,1.58386E-07,0.388183594,5.2002E-07,0.388183594,1.08612E-06
0.385742188,7.4707E-08,0.385742188,1.5329E-07,0.385742188,5.15137E-07,0.385742188,1.07971E-06
0.383300781,7.00989E-08,0.383300781,1.48468E-07,0.383300781,5.09949E-07,0.383300781,1.073E-06
0.380859375,6.56433E-08,0.380859375,1.4328E-07,0.380859375,5.04456E-07,0.380859375,1.06659E-06
0.378417969,6.09436E-08,0.378417969,1.38824E-07,0.378417969,5.00183E-07,0.378417969,1.05896E-06
0.375976563,5.6427E-08,0.375976563,1.34277E-07,0.375976563,4.94385E-07,0.375976563,1.05164E-06
0.373535156,5.2063E-08,0.373535156,1.28693E-07,0.373535156,4.88892E-07,0.373535156,1.04431E-06
0.37109375,4.74243E-08,0.37109375,1.25824E-07,0.37109375,4.84314E-07,0.37109375,1.03699E-06
0.368652344,4.27856E-08,0.368652344,1.21796E-07,0.368652344,4.78516E-07,0.368652344,1.02875E-06
0.366210938,3.94287E-08,0.366210938,1.17157E-07,0.366210938,4.73022E-07,0.366210938,1.0202E-06
0.363769531,3.5553E-08,0.363769531,1.12762E-07,0.363769531,4.67529E-07,0.363769531,1.01044E-06
0.361328125,3.16162E-08,0.361328125,1.08307E-07,0.361328125,4.61731E-07,0.361328125,1.00037E-06
0.358886719,2.88055E-08,0.358886719,1.03271E-07,0.358886719,4.55933E-07,0.358886719,9.89075E-07
0.356445313,0.000000025,0.356445313,9.89075E-08,0.356445313,4.48914E-07,0.356445313,9.77478E-07
0.354003906,2.14203E-08,0.354003906,9.29565E-08,0.354003906,4.4104E-07,0.354003906,9.6405E-07
0.3515625,1.71509E-08,0.3515625,8.7616E-08,0.3515625,4.33228E-07,0.3515625,9.50012E-07
0.349121094,1.28662E-08,0.349121094,8.19397E-08,0.349121094,4.24896E-07,0.349121094,9.35059E-07
0.346679688,8.34351E-09,0.346679688,7.73621E-08,0.346679688,4.15253E-07,0.346679688,9.18579E-07
0.344238281,3.50342E-09,0.344238281,7.15637E-08,0.344238281,4.06036E-07,0.344238281,9.021E-07
0.341796875,-9.09424E-10,0.341796875,6.66504E-08,0.341796875,3.96729E-07,0.341796875,8.83789E-07
0.339355469,-5.79834E-09,0.339355469,6.17676E-08,0.339355469,3.87115E-07,0.339355469,8.64258E-07
0.336914063,-1.01593E-08,0.336914063,5.70374E-08,0.336914063,3.77289E-07,0.336914063,8.44421E-07
0.334472656,-1.48804E-08,0.334472656,5.23376E-08,0.334472656,3.66913E-07,0.334472656,8.22449E-07
0.33203125,-1.85791E-08,0.33203125,4.74243E-08,0.33203125,3.55469E-07,0.33203125,7.99255E-07
0.329589844,-2.23694E-08,0.329589844,4.24805E-08,0.329589844,3.45734E-07,0.329589844,7.74536E-07
0.327148438,-2.6004E-08,0.327148438,3.70789E-08,0.327148438,3.32642E-07,0.327148438,7.46155E-07
0.324707031,-2.90558E-08,0.324707031,3.06702E-08,0.324707031,3.19092E-07,0.324707031,7.17468E-07
0.322265625,-3.32947E-08,0.322265625,2.42493E-08,0.322265625,3.04504E-07,0.322265625,6.86035E-07
0.319824219,-3.76282E-08,0.319824219,1.89148E-08,0.319824219,2.89795E-07,0.319824219,6.51245E-07
0.317382813,-4.1687E-08,0.317382813,1.1969E-08,0.317382813,2.72614E-07,0.317382813,6.14319E-07
0.314941406,-4.64783E-08,0.314941406,4.63562E-09,0.314941406,2.55066E-07,0.314941406,5.74341E-07
0.3125,-5.21851E-08,0.3125,-1.41907E-09,0.3125,2.35901E-07,0.3125,5.31006E-07
0.310058594,-5.66101E-08,0.310058594,-9.0332E-09,0.310058594,2.16827E-07,0.310058594,4.85535E-07
0.307617188,-6.20422E-08,0.307617188,-1.58203E-08,0.307617188,1.9635E-07,0.307617188,4.36951E-07
0.305175781,-6.75354E-08,0.305175781,-2.23145E-08,0.305175781,1.74652E-07,0.305175781,3.86932E-07
0.302734375,-7.33337E-08,0.302734375,-2.92725E-08,0.302734375,1.52374E-07,0.302734375,3.32733E-07
0.300292969,-7.8949E-08,0.300292969,-3.60413E-08,0.300292969,1.29272E-07,0.300292969,2.77039E-07
0.297851563,-8.41064E-08,0.297851563,-4.3457E-08,0.297851563,1.0556E-07,0.297851563,2.16583E-07
0.295410156,-8.90198E-08,0.295410156,-5.18799E-08,0.295410156,7.86438E-08,0.295410156,1.53473E-07
0.29296875,-9.375E-08,0.29296875,-5.94788E-08,0.29296875,5.17578E-08,0.29296875,8.5083E-08
0.290527344,-9.87244E-08,0.290527344,-6.87561E-08,0.290527344,2.31628E-08,0.290527344,1.48315E-08
0.288085938,-1.03668E-07,0.288085938,-7.77588E-08,0.288085938,-7.84302E-09,0.288085938,-5.94482E-08
0.285644531,-1.09741E-07,0.285644531,-8.71277E-08,0.285644531,-3.99475E-08,0.285644531,-1.36993E-07
0.283203125,-1.15479E-07,0.283203125,-9.72595E-08,0.283203125,-7.32422E-08,0.283203125,-2.18262E-07
0.280761719,-1.21582E-07,0.280761719,-1.07513E-07,0.280761719,-1.073E-07,0.280761719,-2.99713E-07
0.278320313,-1.28601E-07,0.278320313,-1.17584E-07,0.278320313,-1.42334E-07,0.278320313,-3.86078E-07
0.275878906,-1.35223E-07,0.275878906,-1.28387E-07,0.275878906,-1.78558E-07,0.275878906,-4.74548E-07
0.2734375,-1.41907E-07,0.2734375,-1.38763E-07,0.2734375,-2.15698E-07,0.2734375,-5.63049E-07
0.270996094,-1.49689E-07,0.270996094,-1.4975E-07,0.270996094,-2.5293E-07,0.270996094,-6.52466E-07
0.268554688,-1.55975E-07,0.268554688,-1.58997E-07,0.268554688,-2.8894E-07,0.268554688,-7.42493E-07
0.266113281,-1.63666E-07,0.266113281,-1.69067E-07,0.266113281,-3.26202E-07,0.266113281,-8.32825E-07
0.263671875,-1.69769E-07,0.263671875,-1.79474E-07,0.263671875,-3.62762E-07,0.263671875,-9.23157E-07
0.261230469,-1.76392E-07,0.261230469,-1.90369E-07,0.261230469,-3.99109E-07,0.261230469,-1.01013E-06
0.258789063,-1.82587E-07,0.258789063,-2.00287E-07,0.258789063,-4.3396E-07,0.258789063,-1.09924E-06
0.256347656,-1.88751E-07,0.256347656,-2.11273E-07,0.256347656,-4.70886E-07,0.256347656,-1.1853E-06
0.25390625,-1.94855E-07,0.25390625,-2.22504E-07,0.25390625,-5.06287E-07,0.25390625,-1.27014E-06
0.251464844,-2.01599E-07,0.251464844,-2.31964E-07,0.251464844,-5.40466E-07,0.251464844,-1.35101E-06
0.249023438,-2.07855E-07,0.249023438,-2.42889E-07,0.249023438,-5.74036E-07,0.249023438,-1.42944E-06
0.246582031,-2.14172E-07,0.246582031,-2.53448E-07,0.246582031,-6.05774E-07,0.246582031,-1.5033E-06
0.244140625,-2.21497E-07,0.244140625,-2.63123E-07,0.244140625,-6.37207E-07,0.244140625,-1.57318E-06
0.241699219,-2.27997E-07,0.241699219,-2.7298E-07,0.241699219,-6.64673E-07,0.241699219,-1.63757E-06
0.239257813,-2.3468E-07,0.239257813,-2.82135E-07,0.239257813,-6.92139E-07,0.239257813,-1.69769E-06
0.236816406,-2.41302E-07,0.236816406,-2.9129E-07,0.236816406,-7.17773E-07,0.236816406,-1.75232E-06
0.234375,-2.48352E-07,0.234375,-2.99103E-07,0.234375,-7.41272E-07,0.234375,-1.80328E-06
0.231933594,-2.55066E-07,0.231933594,-3.06458E-07,0.231933594,-7.61719E-07,0.231933594,-1.84662E-06
0.229492188,-2.60254E-07,0.229492188,-3.13446E-07,0.229492188,-7.79724E-07,0.229492188,-1.88446E-06
0.227050781,-2.66235E-07,0.227050781,-3.20862E-07,0.227050781,-7.97119E-07,0.227050781,-1.91864E-06
0.224609375,-2.7179E-07,0.224609375,-3.28461E-07,0.224609375,-8.12378E-07,0.224609375,-1.94733E-06
0.222167969,-2.76306E-07,0.222167969,-3.34656E-07,0.222167969,-8.255E-07,0.222167969,-1.97052E-06
0.219726563,-2.81036E-07,0.219726563,-3.41431E-07,0.219726563,-8.38928E-07,0.219726563,-1.99249E-06
0.217285156,-2.86438E-07,0.217285156,-3.48389E-07,0.217285156,-8.49915E-07,0.217285156,-2.00928E-06
0.21484375,-2.91412E-07,0.21484375,-3.54767E-07,0.21484375,-8.59375E-07,0.21484375,-2.02209E-06
0.212402344,-2.97211E-07,0.212402344,-3.61115E-07,0.212402344,-8.6792E-07,0.212402344,-2.02942E-06
0.209960938,-3.03253E-07,0.209960938,-3.67462E-07,0.209960938,-8.74329E-07,0.209960938,-2.03491E-06
0.207519531,-3.08472E-07,0.207519531,-3.73474E-07,0.207519531,-8.80432E-07,0.207519531,-2.03766E-06
0.205078125,-3.14148E-07,0.205078125,-3.78967E-07,0.205078125,-8.8501E-07,0.205078125,-2.03552E-06
0.202636719,-3.19611E-07,0.202636719,-3.83118E-07,0.202636719,-8.88672E-07,0.202636719,-2.03125E-06
0.200195313,-3.2605E-07,0.200195313,-3.87817E-07,0.200195313,-8.90808E-07,0.200195313,-2.02454E-06
0.197753906,-3.31055E-07,0.197753906,-3.92761E-07,0.197753906,-8.92334E-07,0.197753906,-2.01538E-06
0.1953125,-3.36273E-07,0.1953125,-3.96881E-07,0.1953125,-8.92944E-07,0.1953125,-2.00439E-06
0.192871094,-3.42194E-07,0.192871094,-4.01245E-07,0.192871094,-8.92334E-07,0.192871094,-1.99188E-06
0.190429688,-3.47382E-07,0.190429688,-4.05884E-07,0.190429688,-8.90808E-07,0.190429688,-1.97693E-06
0.187988281,-3.51807E-07,0.187988281,-4.10583E-07,0.187988281,-8.91113E-07,0.187988281,-1.96136E-06
0.185546875,-3.56689E-07,0.185546875,-4.15558E-07,0.185546875,-8.88977E-07,0.185546875,-1.94489E-06
0.183105469,-3.61115E-07,0.183105469,-4.198E-07,0.183105469,-8.87146E-07,0.183105469,-1.92719E-06
0.180664063,-3.6676E-07,0.180664063,-4.24835E-07,0.180664063,-8.85315E-07,0.180664063,-1.91071E-06
0.178222656,-3.71643E-07,0.178222656,-4.29932E-07,0.178222656,-8.84094E-07,0.178222656,-1.8924E-06
0.17578125,-3.78418E-07,0.17578125,-4.34906E-07,0.17578125,-8.82568E-07,0.17578125,-1.87531E-06
0.173339844,-3.83881E-07,0.173339844,-4.40063E-07,0.173339844,-8.80432E-07,0.173339844,-1.85638E-06
0.170898438,-3.90533E-07,0.170898438,-4.45557E-07,0.170898438,-8.78906E-07,0.170898438,-1.83777E-06
0.168457031,-3.97156E-07,0.168457031,-4.49524E-07,0.168457031,-8.76465E-07,0.168457031,-1.81885E-06
0.166015625,-4.03931E-07,0.166015625,-4.54102E-07,0.166015625,-8.74939E-07,0.166015625,-1.80084E-06
0.163574219,-4.10309E-07,0.163574219,-4.58374E-07,0.163574219,-8.72498E-07,0.163574219,-1.78253E-06
0.161132813,-4.17114E-07,0.161132813,-4.62952E-07,0.161132813,-8.70056E-07,0.161132813,-1.76422E-06
0.158691406,-4.23798E-07,0.158691406,-4.69055E-07,0.158691406,-8.68835E-07,0.158691406,-1.74591E-06
0.15625,-4.30359E-07,0.15625,-4.75464E-07,0.15625,-8.66089E-07,0.15625,-1.72791E-06
0.153808594,-4.36646E-07,0.153808594,-4.79736E-07,0.153808594,-8.63953E-07,0.153808594,-1.71021E-06
0.151367188,-4.42932E-07,0.151367188,-4.86755E-07,0.151367188,-8.62427E-07,0.151367188,-1.69403E-06
0.148925781,-4.49554E-07,0.148925781,-4.93469E-07,0.148925781,-8.62122E-07,0.148925781,-1.67755E-06
0.146484375,-4.56268E-07,0.146484375,-5.00183E-07,0.146484375,-8.60596E-07,0.146484375,-1.66199E-06
0.144042969,-4.63867E-07,0.144042969,-5.06897E-07,0.144042969,-8.61206E-07,0.144042969,-1.64825E-06
0.141601563,-4.71802E-07,0.141601563,-5.13611E-07,0.141601563,-8.61816E-07,0.141601563,-1.63452E-06
0.139160156,-4.80042E-07,0.139160156,-5.20325E-07,0.139160156,-8.63037E-07,0.139160156,-1.62262E-06
0.13671875,-4.89197E-07,0.13671875,-5.28259E-07,0.13671875,-8.64258E-07,0.13671875,-1.61102E-06
0.134277344,-4.97437E-07,0.134277344,-5.34363E-07,0.134277344,-8.66089E-07,0.134277344,-1.59882E-06
0.131835938,-5.06897E-07,0.131835938,-5.42297E-07,0.131835938,-8.6731E-07,0.131835938,-1.58905E-06
0.129394531,-5.16357E-07,0.129394531,-5.49927E-07,0.129394531,-8.69446E-07,0.129394531,-1.57806E-06
0.126953125,-5.26123E-07,0.126953125,-5.57556E-07,0.126953125,-8.71277E-07,0.126953125,-1.56891E-06
0.124511719,-5.35583E-07,0.124511719,-5.66101E-07,0.124511719,-8.74634E-07,0.124511719,-1.56006E-06
0.122070313,-5.45044E-07,0.122070313,-5.74646E-07,0.122070313,-8.76465E-07,0.122070313,-1.55121E-06
0.119628906,-5.55115E-07,0.119628906,-5.85327E-07,0.119628906,-8.79822E-07,0.119628906,-1.54388E-06
0.1171875,-5.64575E-07,0.1171875,-5.94482E-07,0.1171875,-8.83484E-07,0.1171875,-1.53625E-06
0.114746094,-5.75256E-07,0.114746094,-6.05164E-07,0.114746094,-8.87756E-07,0.114746094,-1.53107E-06
0.112304688,-5.86243E-07,0.112304688,-6.14929E-07,0.112304688,-8.92639E-07,0.112304688,-1.52618E-06
0.109863281,-5.97839E-07,0.109863281,-6.26526E-07,0.109863281,-8.98438E-07,0.109863281,-1.52222E-06
0.107421875,-6.08826E-07,0.107421875,-6.36902E-07,0.107421875,-9.04846E-07,0.107421875,-1.52008E-06
0.104980469,-6.21338E-07,0.104980469,-6.49414E-07,0.104980469,-9.11865E-07,0.104980469,-1.51703E-06
0.102539063,-6.35681E-07,0.102539063,-6.61316E-07,0.102539063,-9.19495E-07,0.102539063,-1.5155E-06
0.100097656,-6.48499E-07,0.100097656,-6.72607E-07,0.100097656,-9.27124E-07,0.100097656,-1.51611E-06
0.09765625,-6.63147E-07,0.09765625,-6.86035E-07,0.09765625,-9.35669E-07,0.09765625,-1.51581E-06
0.095214844,-6.7749E-07,0.095214844,-6.98853E-07,0.095214844,-9.43909E-07,0.095214844,-1.51703E-06
0.092773438,-6.92139E-07,0.092773438,-7.1106E-07,0.092773438,-9.53674E-07,0.092773438,-1.51947E-06
0.090332031,-7.07397E-07,0.090332031,-7.25403E-07,0.090332031,-9.6283E-07,0.090332031,-1.52039E-06
0.087890625,-7.23267E-07,0.087890625,-7.40662E-07,0.087890625,-9.72595E-07,0.087890625,-1.52344E-06
0.085449219,-7.38831E-07,0.085449219,-7.55615E-07,0.085449219,-9.82361E-07,0.085449219,-1.52649E-06
0.083007813,-7.5592E-07,0.083007813,-7.724E-07,0.083007813,-9.93347E-07,0.083007813,-1.53076E-06
0.080566406,-7.7301E-07,0.080566406,-7.88574E-07,0.080566406,-1.00647E-06,0.080566406,-1.53656E-06
0.078125,-7.9071E-07,0.078125,-8.06885E-07,0.078125,-1.01868E-06,0.078125,-1.54266E-06
0.075683594,-8.09326E-07,0.075683594,-8.25195E-07,0.075683594,-1.03302E-06,0.075683594,-1.54938E-06
0.073242188,-8.29163E-07,0.073242188,-8.44116E-07,0.073242188,-1.04858E-06,0.073242188,-1.55853E-06
0.070800781,-8.49609E-07,0.070800781,-8.64868E-07,0.070800781,-1.06262E-06,0.070800781,-1.56738E-06
0.068359375,-8.71887E-07,0.068359375,-8.85315E-07,0.068359375,-1.07941E-06,0.068359375,-1.57898E-06
0.065917969,-8.93555E-07,0.065917969,-9.05762E-07,0.065917969,-1.09528E-06,0.065917969,-1.58905E-06
0.063476563,-9.17969E-07,0.063476563,-9.26819E-07,0.063476563,-1.11359E-06,0.063476563,-1.60156E-06
0.061035156,-9.43298E-07,0.061035156,-9.50623E-07,0.061035156,-1.1322E-06,0.061035156,-1.61438E-06
0.05859375,-9.68628E-07,0.05859375,-9.74426E-07,0.05859375,-1.15234E-06,0.05859375,-1.62872E-06
0.056152344,-9.93958E-07,0.056152344,-9.97314E-07,0.056152344,-1.17126E-06,0.056152344,-1.64307E-06
0.053710938,-1.02295E-06,0.053710938,-1.02386E-06,0.053710938,-1.19232E-06,0.053710938,-1.65802E-06
0.051269531,-1.05042E-06,0.051269531,-1.05103E-06,0.051269531,-1.21307E-06,0.051269531,-1.67389E-06
0.048828125,-1.07971E-06,0.048828125,-1.0791E-06,0.048828125,-1.23596E-06,0.048828125,-1.69037E-06
0.046386719,-1.10931E-06,0.046386719,-1.10931E-06,0.046386719,-1.26007E-06,0.046386719,-1.70868E-06
0.043945313,-1.14227E-06,0.043945313,-1.14014E-06,0.043945313,-1.2851E-06,0.043945313,-1.72852E-06
0.041503906,-1.17493E-06,0.041503906,-1.17157E-06,0.041503906,-1.31134E-06,0.041503906,-1.74835E-06
0.0390625,-1.21094E-06,0.0390625,-1.20605E-06,0.0390625,-1.33911E-06,0.0390625,-1.76941E-06
0.036621094,-1.24725E-06,0.036621094,-1.24146E-06,0.036621094,-1.36871E-06,0.036621094,-1.79291E-06
0.034179688,-1.28632E-06,0.034179688,-1.27655E-06,0.034179688,-1.39862E-06,0.034179688,-1.81641E-06
0.031738281,-1.32599E-06,0.031738281,-1.3147E-06,0.031738281,-1.43066E-06,0.031738281,-1.84357E-06
0.029296875,-1.3681E-06,0.029296875,-1.35376E-06,0.029296875,-1.46301E-06,0.029296875,-1.8689E-06
0.026855469,-1.41113E-06,0.026855469,-1.39221E-06,0.026855469,-1.49597E-06,0.026855469,-1.89606E-06
0.024414063,-1.4566E-06,0.024414063,-1.43372E-06,0.024414063,-1.53107E-06,0.024414063,-1.92474E-06
0.021972656,-1.5033E-06,0.021972656,-1.47614E-06,0.021972656,-1.56677E-06,0.021972656,-1.95374E-06
0.01953125,-1.55121E-06,0.01953125,-1.52252E-06,0.01953125,-1.6037E-06,0.01953125,-1.98364E-06
0.017089844,-1.60156E-06,0.017089844,-1.5686E-06,0.017089844,-1.64093E-06,0.017089844,-2.01385E-06
0.014648438,-1.65222E-06,0.014648438,-1.61682E-06,0.014648438,-1.6803E-06,0.014648438,-2.04559E-06
0.012207031,-1.70471E-06,0.012207031,-1.66779E-06,0.012207031,-1.72058E-06,0.012207031,-2.07886E-06
0.009765625,-1.75964E-06,0.009765625,-1.71906E-06,0.009765625,-1.76361E-06,0.009765625,-2.11365E-06
0.007324219,-1.8158E-06,0.007324219,-1.77155E-06,0.007324219,-1.80481E-06,0.007324219,-2.14783E-06
0.004882813,-1.87408E-06,0.004882813,-1.82678E-06,0.004882813,-1.85028E-06,0.004882813,-2.18414E-06
0.002441406,-1.93481E-06,0.002441406,-1.88263E-06,0.002441406,-1.89606E-06,0.002441406,-2.22229E-06
0,-1.99677E-06,0,-1.9397E-06,0,-1.94336E-06,0,-2.26074E-06