time,count
0,0.00E+00
0.01953,0.00E+00
0.03906,0.00E+00
0.05859,0.00E+00
0.07812,0.00E+00
0.09765,0.00E+00
0.11718,0.00E+00
0.13671,0.00E+00
0.15624,0.00E+00
0.17577,0.00E+00
0.1953,0.00E+00
0.21483,0.00E+00
0.23436,0.00E+00
0.25389,0.00E+00
0.27342,0.00E+00
0.29295,0.00E+00
0.31248,0.00E+00
0.33201,0.00E+00
0.35154,0.00E+00
0.37107,0.00E+00
0.3906,0.00E+00
0.41013,0.00E+00
0.42966,0.00E+00
0.44919,0.00E+00
0.46872,0.00E+00
0.48825,0.00E+00
0.50778,0.00E+00
0.52731,0.00E+00
0.54684,0.00E+00
0.56637,0.00E+00
0.5859,0.00E+00
0.60543,0.00E+00
0.62496,0.00E+00
0.64449,0.00E+00
0.66402,0.00E+00
0.68355,0.00E+00
0.70308,0.00E+00
0.72261,0.00E+00
0.74214,0.00E+00
0.76167,0.00E+00
0.7812,0.00E+00
0.80073,0.00E+00
0.82026,0.00E+00
0.83979,0.00E+00
0.85932,0.00E+00
0.87885,0.00E+00
0.89838,0.00E+00
0.91791,9.80E+01
0.93744,1.54E+02
0.95697,1.50E+02
0.9765,2.19E+02
0.99603,3.00E+02
1.01556,4.30E+02
1.03509,5.35E+02
1.05462,5.62E+02
1.07415,6.99E+02
1.09368,7.49E+02
1.11321,8.19E+02
1.13274,8.83E+02
1.15227,8.58E+02
1.1718,9.62E+02
1.19133,9.73E+02
1.21086,1.00E+03
1.23039,9.44E+02
1.24992,9.13E+02
1.26945,9.52E+02
1.28898,8.96E+02
1.30851,8.40E+02
1.32804,8.50E+02
1.34757,8.26E+02
1.3671,8.71E+02
1.38663,8.03E+02
1.40616,7.84E+02
1.42569,7.90E+02
1.44522,7.93E+02
1.46475,7.08E+02
1.48428,6.78E+02
1.50381,6.29E+02
1.52334,6.01E+02
1.54287,6.35E+02
1.5624,5.91E+02
1.58193,5.38E+02
1.60146,5.14E+02
1.62099,5.72E+02
1.64052,4.86E+02
1.66005,5.03E+02
1.67958,4.67E+02
1.69911,4.66E+02
1.71864,3.75E+02
1.73817,3.86E+02
1.7577,4.26E+02
1.77723,4.19E+02
1.79676,3.93E+02
1.81629,3.09E+02
1.83582,3.37E+02
1.85535,3.56E+02
1.87488,3.19E+02
1.89441,3.28E+02
1.91394,3.17E+02
1.93347,3.08E+02
1.953,2.70E+02
1.97253,2.70E+02
1.99206,2.63E+02
2.01159,2.61E+02
2.03112,2.63E+02
2.05065,2.31E+02
2.07018,1.95E+02
2.08971,2.19E+02
2.10924,2.30E+02
2.12877,1.95E+02
2.1483,1.94E+02
2.16783,1.89E+02
2.18736,2.09E+02
2.20689,1.84E+02
2.22642,1.81E+02
2.24595,1.96E+02
2.26548,1.81E+02
2.28501,1.62E+02
2.30454,1.74E+02
2.32407,1.33E+02
2.3436,1.52E+02
2.36313,1.46E+02
2.38266,1.68E+02
2.40219,1.37E+02
2.42172,1.57E+02
2.44125,1.37E+02
2.46078,1.20E+02
2.48031,1.38E+02
2.49984,1.38E+02
2.51937,1.27E+02
2.5389,1.44E+02
2.55843,1.27E+02
2.57796,1.22E+02
2.59749,1.27E+02
2.61702,1.12E+02
2.63655,1.16E+02
2.65608,1.17E+02
2.67561,9.50E+01
2.69514,1.13E+02
2.71467,8.80E+01
2.7342,1.03E+02
2.75373,1.03E+02
2.77326,8.80E+01
2.79279,1.00E+02
2.81232,9.30E+01
2.83185,1.05E+02
2.85138,8.70E+01
2.87091,8.50E+01
2.89044,8.60E+01
2.90997,7.50E+01
2.9295,7.60E+01
2.94903,1.19E+02
2.96856,7.40E+01
2.98809,8.20E+01
3.00762,7.50E+01
3.02715,7.70E+01
3.04668,8.50E+01
3.06621,9.30E+01
3.08574,6.70E+01
3.10527,7.30E+01
3.1248,8.80E+01
3.14433,6.40E+01
3.16386,6.40E+01
3.18339,6.30E+01
3.20292,6.00E+01
3.22245,5.10E+01
3.24198,6.80E+01
3.26151,6.60E+01
3.28104,7.00E+01
3.30057,6.50E+01
3.3201,6.80E+01
3.33963,6.30E+01
3.35916,5.30E+01
3.37869,6.40E+01
3.39822,4.90E+01
3.41775,6.00E+01
3.43728,4.80E+01
3.45681,5.10E+01
3.47634,4.80E+01
3.49587,5.00E+01
3.5154,5.00E+01
3.53493,5.70E+01
3.55446,5.30E+01
3.57399,5.40E+01
3.59352,4.20E+01
3.61305,4.20E+01
3.63258,4.00E+01
3.65211,4.10E+01
3.67164,4.20E+01
3.69117,4.00E+01
3.7107,4.70E+01
3.73023,4.60E+01
3.74976,3.30E+01
3.76929,3.60E+01
3.78882,3.70E+01
3.80835,2.20E+01
3.82788,3.80E+01
3.84741,3.40E+01
3.86694,4.20E+01
3.88647,5.60E+01
3.906,3.00E+01
3.92553,4.30E+01
3.94506,3.40E+01
3.96459,4.60E+01
3.98412,3.30E+01
4.00365,3.80E+01
4.02318,3.50E+01
4.04271,4.00E+01
4.06224,2.70E+01
4.08177,2.70E+01
4.1013,4.00E+01
4.12083,3.10E+01
4.14036,3.50E+01
4.15989,3.40E+01
4.17942,2.80E+01
4.19895,3.50E+01
4.21848,2.50E+01
4.23801,3.50E+01
4.25754,2.80E+01
4.27707,2.30E+01
4.2966,2.40E+01
4.31613,2.40E+01
4.33566,2.80E+01
4.35519,2.90E+01
4.37472,2.40E+01
4.39425,3.20E+01
4.41378,1.90E+01
4.43331,2.30E+01
4.45284,2.40E+01
4.47237,3.70E+01
4.4919,2.20E+01
4.51143,2.80E+01
4.53096,1.40E+01
4.55049,2.80E+01
4.57002,3.30E+01
4.58955,2.60E+01
4.60908,2.00E+01
4.62861,2.60E+01
4.64814,1.50E+01
4.66767,1.90E+01
4.6872,1.80E+01
4.70673,1.60E+01
4.72626,2.10E+01
4.74579,1.90E+01
4.76532,2.30E+01
4.78485,3.10E+01
4.80438,2.40E+01
4.82391,2.00E+01
4.84344,2.50E+01
4.86297,1.30E+01
4.8825,1.20E+01
4.90203,1.50E+01
4.92156,2.30E+01
4.94109,2.30E+01
4.96062,2.30E+01
4.98015,1.50E+01
4.99968,2.00E+01
5.01921,1.90E+01
5.03874,2.30E+01
5.05827,1.80E+01
5.0778,1.80E+01
5.09733,2.10E+01
5.11686,1.00E+01
5.13639,2.00E+01
5.15592,1.70E+01
5.17545,1.40E+01
5.19498,1.50E+01
5.21451,2.10E+01
5.23404,1.00E+01
5.25357,1.20E+01
5.2731,1.70E+01
5.29263,2.00E+01
5.31216,2.60E+01
5.33169,2.10E+01
5.35122,2.30E+01
5.37075,1.60E+01
5.39028,2.60E+01
5.40981,1.20E+01
5.42934,1.60E+01
5.44887,1.10E+01
5.4684,8.00E+00
5.48793,1.90E+01
5.50746,1.10E+01
5.52699,1.40E+01
5.54652,1.50E+01
5.56605,1.50E+01
5.58558,1.10E+01
5.60511,1.00E+01
5.62464,1.20E+01
5.64417,1.80E+01
5.6637,1.60E+01
5.68323,1.20E+01
5.70276,8.00E+00
5.72229,1.20E+01
5.74182,9.00E+00
5.76135,1.20E+01
5.78088,8.00E+00
5.80041,4.00E+00
5.81994,2.00E+01
5.83947,9.00E+00
5.859,1.60E+01
5.87853,1.10E+01
5.89806,1.10E+01
5.91759,1.20E+01
5.93712,9.00E+00
5.95665,1.00E+01
5.97618,1.20E+01
5.99571,1.10E+01
6.01524,9.00E+00
6.03477,9.00E+00
6.0543,1.10E+01
6.07383,9.00E+00
6.09336,1.00E+01
6.11289,8.00E+00
6.13242,1.00E+01
6.15195,1.10E+01
6.17148,8.00E+00
6.19101,1.00E+01
6.21054,1.00E+01
6.23007,1.20E+01
6.2496,5.00E+00
6.26913,1.20E+01
6.28866,1.40E+01
6.30819,9.00E+00
6.32772,8.00E+00
6.34725,4.00E+00
6.36678,6.00E+00
6.38631,1.10E+01
6.40584,1.40E+01
6.42537,6.00E+00
6.4449,7.00E+00
6.46443,6.00E+00
6.48396,1.00E+01
6.50349,1.20E+01
6.52302,7.00E+00
6.54255,1.00E+01
6.56208,1.60E+01
6.58161,9.00E+00
6.60114,1.40E+01
6.62067,6.00E+00
6.6402,1.30E+01
6.65973,9.00E+00
6.67926,1.10E+01
6.69879,8.00E+00
6.71832,1.10E+01
6.73785,1.50E+01
6.75738,7.00E+00
6.77691,7.00E+00
6.79644,1.00E+01
6.81597,6.00E+00
6.8355,9.00E+00
6.85503,9.00E+00
6.87456,1.10E+01
6.89409,9.00E+00
6.91362,8.00E+00
6.93315,5.00E+00
6.95268,5.00E+00
6.97221,1.00E+01
6.99174,5.00E+00
7.01127,7.00E+00
7.0308,5.00E+00
7.05033,6.00E+00
7.06986,3.00E+00
7.08939,4.00E+00
7.10892,9.00E+00
7.12845,5.00E+00
7.14798,9.00E+00
7.16751,6.00E+00
7.18704,6.00E+00
7.20657,1.30E+01
7.2261,5.00E+00
7.24563,7.00E+00
7.26516,9.00E+00
7.28469,6.00E+00
7.30422,7.00E+00
7.32375,1.10E+01
7.34328,9.00E+00
7.36281,1.00E+01
7.38234,4.00E+00
7.40187,7.00E+00
7.4214,7.00E+00
7.44093,3.00E+00
7.46046,6.00E+00
7.47999,2.00E+00
7.49952,6.00E+00
7.51905,4.00E+00
7.53858,1.40E+01
7.55811,9.00E+00
7.57764,7.00E+00
7.59717,7.00E+00
7.6167,5.00E+00
7.63623,5.00E+00
7.65576,1.00E+01
7.67529,1.00E+01
7.69482,3.00E+00
7.71435,8.00E+00
7.73388,6.00E+00
7.75341,9.00E+00
7.77294,7.00E+00
7.79247,4.00E+00
7.812,8.00E+00
7.83153,7.00E+00
7.85106,7.00E+00
7.87059,7.00E+00
7.89012,4.00E+00
7.90965,6.00E+00
7.92918,1.00E+00
7.94871,6.00E+00
7.96824,5.00E+00
7.98777,7.00E+00
8.0073,5.00E+00
8.02683,5.00E+00
8.04636,6.00E+00
8.06589,7.00E+00
8.08542,7.00E+00
8.10495,9.00E+00
8.12448,5.00E+00
8.14401,7.00E+00
8.16354,9.00E+00
8.18307,9.00E+00
8.2026,9.00E+00
8.22213,8.00E+00
8.24166,4.00E+00
8.26119,5.00E+00
8.28072,8.00E+00
8.30025,2.00E+00
8.31978,2.00E+00
8.33931,5.00E+00
8.35884,6.00E+00
8.37837,4.00E+00
8.3979,9.00E+00
8.41743,8.00E+00
8.43696,2.00E+00
8.45649,6.00E+00
8.47602,5.00E+00
8.49555,9.00E+00
8.51508,1.00E+00
8.53461,6.00E+00
8.55414,6.00E+00
8.57367,7.00E+00
8.5932,4.00E+00
8.61273,8.00E+00
8.63226,5.00E+00
8.65179,6.00E+00
8.67132,6.00E+00
8.69085,4.00E+00
8.71038,6.00E+00
8.72991,8.00E+00
8.74944,3.00E+00
8.76897,5.00E+00
8.7885,5.00E+00
8.80803,3.00E+00
8.82756,2.00E+00
8.84709,5.00E+00
8.86662,6.00E+00
8.88615,5.00E+00
8.90568,1.00E+01
8.92521,7.00E+00
8.94474,4.00E+00
8.96427,1.00E+01
8.9838,6.00E+00
9.00333,6.00E+00
9.02286,5.00E+00
9.04239,6.00E+00
9.06192,6.00E+00
9.08145,1.20E+01
9.10098,3.00E+00
9.12051,1.10E+01
9.14004,6.00E+00
9.15957,4.00E+00
9.1791,7.00E+00
9.19863,8.00E+00
9.21816,7.00E+00
9.23769,6.00E+00
9.25722,6.00E+00
9.27675,6.00E+00
9.29628,5.00E+00
9.31581,9.00E+00
9.33534,4.00E+00
9.35487,6.00E+00
9.3744,3.00E+00
9.39393,4.00E+00
9.41346,7.00E+00
9.43299,5.00E+00
9.45252,2.00E+00
9.47205,9.00E+00
9.49158,3.00E+00
9.51111,5.00E+00
9.53064,3.00E+00
9.55017,2.00E+00
9.5697,5.00E+00
9.58923,7.00E+00
9.60876,6.00E+00
9.62829,2.00E+00
9.64782,5.00E+00
9.66735,4.00E+00
9.68688,7.00E+00
9.70641,4.00E+00
9.72594,7.00E+00
9.74547,4.00E+00
9.765,4.00E+00
9.78453,8.00E+00
9.80406,4.00E+00
9.82359,4.00E+00
9.84312,7.00E+00
9.86265,4.00E+00
9.88218,2.00E+00
9.90171,2.00E+00
9.92124,4.00E+00
9.94077,6.00E+00
9.9603,7.00E+00
9.97983,5.00E+00
9.99936,4.00E+00
10.01889,5.00E+00
10.03842,5.00E+00
10.05795,5.00E+00
10.07748,9.00E+00
10.09701,3.00E+00
10.11654,1.10E+01
10.13607,8.00E+00
10.1556,3.00E+00
10.17513,9.00E+00
10.19466,7.00E+00
10.21419,1.00E+01
10.23372,1.20E+01
10.25325,2.00E+00
10.27278,7.00E+00
10.29231,9.00E+00
10.31184,6.00E+00
10.33137,3.00E+00
10.3509,1.00E+00
10.37043,7.00E+00
10.38996,3.00E+00
10.40949,3.00E+00
10.42902,1.10E+01
10.44855,4.00E+00
10.46808,7.00E+00
10.48761,5.00E+00
10.50714,4.00E+00
10.52667,2.00E+00
10.5462,7.00E+00
10.56573,8.00E+00
10.58526,8.00E+00
10.60479,8.00E+00
10.62432,2.00E+00
10.64385,6.00E+00
10.66338,5.00E+00
10.68291,2.00E+00
10.70244,1.00E+01
10.72197,6.00E+00
10.7415,2.00E+00
10.76103,7.00E+00
10.78056,4.00E+00
10.80009,6.00E+00
10.81962,3.00E+00
10.83915,1.00E+00
10.85868,3.00E+00
10.87821,4.00E+00
10.89774,5.00E+00
10.91727,9.00E+00
10.9368,3.00E+00
10.95633,6.00E+00
10.97586,8.00E+00
10.99539,5.00E+00
11.01492,3.00E+00
11.03445,6.00E+00
11.05398,6.00E+00
11.07351,9.00E+00
11.09304,6.00E+00
11.11257,9.00E+00
11.1321,7.00E+00
11.15163,7.00E+00
11.17116,4.00E+00
11.19069,4.00E+00
11.21022,8.00E+00
11.22975,3.00E+00
11.24928,8.00E+00
11.26881,4.00E+00
11.28834,6.00E+00
11.30787,4.00E+00
11.3274,4.00E+00
11.34693,1.20E+01
11.36646,6.00E+00
11.38599,5.00E+00
11.40552,4.00E+00
11.42505,5.00E+00
11.44458,5.00E+00
11.46411,7.00E+00
11.48364,6.00E+00
11.50317,5.00E+00
11.5227,6.00E+00
11.54223,5.00E+00
11.56176,5.00E+00
11.58129,1.00E+01
11.60082,7.00E+00
11.62035,7.00E+00
11.63988,4.00E+00
11.65941,5.00E+00
11.67894,6.00E+00
11.69847,6.00E+00
11.718,2.00E+00
11.73753,3.00E+00
11.75706,8.00E+00
11.77659,7.00E+00
11.79612,5.00E+00
11.81565,8.00E+00
11.83518,7.00E+00
11.85471,5.00E+00
11.87424,8.00E+00
11.89377,4.00E+00
11.9133,4.00E+00
11.93283,7.00E+00
11.95236,9.00E+00
11.97189,5.00E+00
11.99142,8.00E+00
12.01095,8.00E+00
12.03048,4.00E+00
12.05001,2.00E+00
12.06954,4.00E+00
12.08907,5.00E+00
12.1086,3.00E+00
12.12813,3.00E+00
12.14766,4.00E+00
12.16719,6.00E+00
12.18672,0.00E+00
12.20625,4.00E+00
12.22578,4.00E+00
12.24531,5.00E+00
12.26484,5.00E+00
12.28437,2.00E+00
12.3039,6.00E+00
12.32343,3.00E+00
12.34296,2.00E+00
12.36249,3.00E+00
12.38202,6.00E+00
12.40155,7.00E+00
12.42108,2.00E+00
12.44061,5.00E+00
12.46014,6.00E+00
12.47967,2.00E+00
12.4992,1.00E+00
12.51873,7.00E+00
12.53826,4.00E+00
12.55779,4.00E+00
12.57732,5.00E+00
12.59685,4.00E+00
12.61638,7.00E+00
12.63591,1.00E+01
12.65544,4.00E+00
12.67497,5.00E+00
12.6945,5.00E+00
12.71403,6.00E+00
12.73356,4.00E+00
12.75309,7.00E+00
12.77262,6.00E+00
12.79215,5.00E+00
12.81168,8.00E+00
12.83121,8.00E+00
12.85074,6.00E+00
12.87027,6.00E+00
12.8898,5.00E+00
12.90933,5.00E+00
12.92886,7.00E+00
12.94839,2.00E+00
12.96792,6.00E+00
12.98745,2.00E+00
13.00698,6.00E+00
13.02651,7.00E+00
13.04604,2.00E+00
13.06557,4.00E+00
13.0851,6.00E+00
13.10463,5.00E+00
13.12416,7.00E+00
13.14369,3.00E+00
13.16322,8.00E+00
13.18275,7.00E+00
13.20228,7.00E+00
13.22181,1.00E+00
13.24134,5.00E+00
13.26087,2.00E+00
13.2804,3.00E+00
13.29993,5.00E+00
13.31946,2.00E+00
13.33899,5.00E+00
13.35852,3.00E+00
13.37805,7.00E+00
13.39758,3.00E+00
13.41711,4.00E+00
13.43664,2.00E+00
13.45617,4.00E+00
13.4757,6.00E+00
13.49523,3.00E+00
13.51476,7.00E+00
13.53429,4.00E+00
13.55382,3.00E+00
13.57335,5.00E+00
13.59288,4.00E+00
13.61241,4.00E+00
13.63194,6.00E+00
13.65147,6.00E+00
13.671,7.00E+00
13.69053,7.00E+00
13.71006,6.00E+00
13.72959,4.00E+00
13.74912,3.00E+00
13.76865,3.00E+00
13.78818,8.00E+00
13.80771,5.00E+00
13.82724,7.00E+00
13.84677,5.00E+00
13.8663,5.00E+00
13.88583,5.00E+00
13.90536,4.00E+00
13.92489,6.00E+00
13.94442,3.00E+00
13.96395,3.00E+00
13.98348,5.00E+00
14.00301,6.00E+00
14.02254,5.00E+00
14.04207,8.00E+00
14.0616,4.00E+00
14.08113,4.00E+00
14.10066,6.00E+00
14.12019,6.00E+00
14.13972,3.00E+00
14.15925,6.00E+00
14.17878,3.00E+00
14.19831,9.00E+00
14.21784,9.00E+00
14.23737,6.00E+00
14.2569,1.10E+01
14.27643,7.00E+00
14.29596,1.00E+01
14.31549,5.00E+00
14.33502,8.00E+00
14.35455,6.00E+00
14.37408,7.00E+00
14.39361,2.00E+00
14.41314,5.00E+00
14.43267,3.00E+00
14.4522,2.00E+00
14.47173,6.00E+00
14.49126,5.00E+00
14.51079,5.00E+00
14.53032,5.00E+00
14.54985,4.00E+00
14.56938,3.00E+00
14.58891,4.00E+00
14.60844,3.00E+00
14.62797,6.00E+00
14.6475,3.00E+00
14.66703,9.00E+00
14.68656,3.00E+00
14.70609,3.00E+00
14.72562,4.00E+00
14.74515,3.00E+00
14.76468,5.00E+00
14.78421,3.00E+00
14.80374,4.00E+00
14.82327,4.00E+00
14.8428,8.00E+00
14.86233,5.00E+00
14.88186,6.00E+00
14.90139,2.00E+00
14.92092,5.00E+00
14.94045,4.00E+00
14.95998,5.00E+00
14.97951,3.00E+00
14.99904,4.00E+00
15.01857,5.00E+00
15.0381,3.00E+00
15.05763,6.00E+00
15.07716,9.00E+00
15.09669,3.00E+00
15.11622,2.00E+00
15.13575,2.00E+00
15.15528,3.00E+00
15.17481,3.00E+00
15.19434,6.00E+00
15.21387,6.00E+00
15.2334,7.00E+00
15.25293,7.00E+00
15.27246,3.00E+00
15.29199,6.00E+00
15.31152,7.00E+00
15.33105,4.00E+00
15.35058,6.00E+00
15.37011,3.00E+00
15.38964,4.00E+00
15.40917,6.00E+00
15.4287,3.00E+00
15.44823,4.00E+00
15.46776,7.00E+00
15.48729,4.00E+00
15.50682,5.00E+00
15.52635,5.00E+00
15.54588,6.00E+00
15.56541,8.00E+00
15.58494,4.00E+00
15.60447,6.00E+00
15.624,3.00E+00
15.64353,2.00E+00
15.66306,1.00E+00
15.68259,2.00E+00
15.70212,6.00E+00
15.72165,1.10E+01
15.74118,6.00E+00
15.76071,2.00E+00
15.78024,9.00E+00
15.79977,1.00E+00
15.8193,1.00E+00
15.83883,7.00E+00
15.85836,4.00E+00
15.87789,8.00E+00
15.89742,3.00E+00
15.91695,5.00E+00
15.93648,2.00E+00
15.95601,7.00E+00
15.97554,7.00E+00
15.99507,4.00E+00
16.0146,6.00E+00
16.03413,4.00E+00
16.05366,3.00E+00
16.07319,9.00E+00
16.09272,4.00E+00
16.11225,4.00E+00
16.13178,5.00E+00
16.15131,1.00E+01
16.17084,3.00E+00
16.19037,5.00E+00
16.2099,9.00E+00
16.22943,3.00E+00
16.24896,6.00E+00
16.26849,9.00E+00
16.28802,5.00E+00
16.30755,5.00E+00
16.32708,5.00E+00
16.34661,6.00E+00
16.36614,7.00E+00
16.38567,9.00E+00
16.4052,6.00E+00
16.42473,2.00E+00
16.44426,4.00E+00
16.46379,7.00E+00
16.48332,4.00E+00
16.50285,5.00E+00
16.52238,4.00E+00
16.54191,4.00E+00
16.56144,5.00E+00
16.58097,4.00E+00
16.6005,5.00E+00
16.62003,4.00E+00
16.63956,5.00E+00
16.65909,1.00E+01
16.67862,9.00E+00
16.69815,5.00E+00
16.71768,5.00E+00
16.73721,6.00E+00
16.75674,4.00E+00
16.77627,3.00E+00
16.7958,7.00E+00
16.81533,3.00E+00
16.83486,6.00E+00
16.85439,4.00E+00
16.87392,4.00E+00
16.89345,5.00E+00
16.91298,4.00E+00
16.93251,4.00E+00
16.95204,8.00E+00
16.97157,5.00E+00
16.9911,5.00E+00
17.01063,7.00E+00
17.03016,2.00E+00
17.04969,7.00E+00
17.06922,7.00E+00
17.08875,5.00E+00
17.10828,2.00E+00
17.12781,4.00E+00
17.14734,5.00E+00
17.16687,5.00E+00
17.1864,0.00E+00
17.20593,1.00E+01
17.22546,0.00E+00
17.24499,4.00E+00
17.26452,2.00E+00
17.28405,4.00E+00
17.30358,5.00E+00
17.32311,6.00E+00
17.34264,3.00E+00
17.36217,6.00E+00
17.3817,7.00E+00
17.40123,4.00E+00
17.42076,4.00E+00
17.44029,6.00E+00
17.45982,6.00E+00
17.47935,4.00E+00
17.49888,5.00E+00
17.51841,7.00E+00
17.53794,3.00E+00
17.55747,3.00E+00
17.577,6.00E+00
17.59653,1.00E+00
17.61606,4.00E+00
17.63559,3.00E+00
17.65512,1.00E+01
17.67465,0.00E+00
17.69418,4.00E+00
17.71371,5.00E+00
17.73324,2.00E+00
17.75277,7.00E+00
17.7723,2.00E+00
17.79183,1.00E+00
17.81136,5.00E+00
17.83089,5.00E+00
17.85042,7.00E+00
17.86995,2.00E+00
17.88948,6.00E+00
17.90901,8.00E+00
17.92854,1.00E+00
17.94807,2.00E+00
17.9676,1.00E+00
17.98713,5.00E+00
18.00666,3.00E+00
18.02619,3.00E+00
18.04572,4.00E+00
18.06525,1.00E+00
18.08478,6.00E+00
18.10431,3.00E+00
18.12384,2.00E+00
18.14337,6.00E+00
18.1629,8.00E+00
18.18243,6.00E+00
18.20196,6.00E+00
18.22149,1.00E+00
18.24102,4.00E+00
18.26055,7.00E+00
18.28008,9.00E+00
18.29961,5.00E+00
18.31914,5.00E+00
18.33867,3.00E+00
18.3582,4.00E+00
18.37773,6.00E+00
18.39726,1.00E+00
18.41679,3.00E+00
18.43632,5.00E+00
18.45585,1.00E+00
18.47538,7.00E+00
18.49491,5.00E+00
18.51444,2.00E+00
18.53397,2.00E+00
18.5535,4.00E+00
18.57303,8.00E+00
18.59256,4.00E+00
18.61209,3.00E+00
18.63162,4.00E+00
18.65115,5.00E+00
18.67068,3.00E+00
18.69021,3.00E+00
18.70974,3.00E+00
18.72927,4.00E+00
18.7488,4.00E+00
18.76833,5.00E+00
18.78786,5.00E+00
18.80739,7.00E+00
18.82692,5.00E+00
18.84645,4.00E+00
18.86598,4.00E+00
18.88551,7.00E+00
18.90504,3.00E+00
18.92457,5.00E+00
18.9441,2.00E+00
18.96363,3.00E+00
18.98316,2.00E+00
19.00269,5.00E+00
19.02222,4.00E+00
19.04175,7.00E+00
19.06128,1.00E+00
19.08081,5.00E+00
19.10034,1.00E+00
19.11987,4.00E+00
19.1394,8.00E+00
19.15893,5.00E+00
19.17846,5.00E+00
19.19799,2.00E+00
19.21752,6.00E+00
19.23705,4.00E+00
19.25658,4.00E+00
19.27611,6.00E+00
19.29564,4.00E+00
19.31517,2.00E+00
19.3347,6.00E+00
19.35423,8.00E+00
19.37376,4.00E+00
19.39329,6.00E+00
19.41282,5.00E+00
19.43235,4.00E+00
19.45188,3.00E+00
19.47141,5.00E+00
19.49094,7.00E+00
19.51047,2.00E+00
19.53,4.00E+00
19.54953,5.00E+00
19.56906,1.00E+00
19.58859,2.00E+00
19.60812,4.00E+00
19.62765,2.00E+00
19.64718,3.00E+00
19.66671,4.00E+00
19.68624,9.00E+00
19.70577,4.00E+00
19.7253,5.00E+00
19.74483,3.00E+00
19.76436,4.00E+00
19.78389,4.00E+00
19.80342,1.10E+01
19.82295,5.00E+00
19.84248,5.00E+00
19.86201,3.00E+00
19.88154,2.00E+00
19.90107,1.00E+00
19.9206,3.00E+00
19.94013,3.00E+00
19.95966,5.00E+00
19.97919,3.00E+00